0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
,𗢭,𗟲,𘝞,𘓥,𗜫,𗐺,𗎣,𗓺,𘂬,𗌃,𗐹,𗘼,𘙋,𗾝,□,□,,,gjɨɨ1,ŋwuu1,·jwɨr2,·u2,sji1,mẹ̃1,piow1,wə1,·o1,t~u1,·ã1,gjuu1,rer1,źjiiw1,□,□,,,九,言,文,佩；,[西,門,豹],韋,佩；,[董 安 于],,,弦?,佩?,□,□,,佩九言之箴 ，西門豹之佩韋 ，董安于之佩弦同意。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0805a8,,,,,,,,,,,,,,,,,
,5087,2422,4612,4105,4905,2386,1175,1763,2765,4139,4905,2618,1491,4853,3612,□,,,𘙰,𘃞,𗖏,𘓐,𗲈,𘂬,𗡶,𘕿,𘐷,𗌭,𗲈,𘝭,𗅋,𗱚,𗫂,□,,,lew2,ljɨ1,njwo2,dzjwo2,ɣjiw2,·o1,śjij1,ɣa2,kaar1,ku1,ɣjiw2,zjɨr2,mji1,dzjuu2,tja1,□,,,同,也。,古,人,玉,佩,法,在,觀,則；,玉,瑕?,不,掩,者，,□,,觀古人之佩玉，有瑜瑕不掩之 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0805b1,,,,,,,,,,,,,,,,,,,□,1152,5753,659,2422,3060,4972,4876,3671,3612,4100,5753,659,2422,5666,□,,,□,𗹐,𗿷,𗍊,𘃞,𘀭,𘞌,𗱕,𗫡,𗫂,𘓟,𗿷,𗍊,𘃞,𗾝,□,,,□,twụ1,dźjij2,sju2,ljɨ1,kiwej2,źjɨr1,rjur1,njɨ2,tja1,dźiej2,dźjij2,sju2,ljɨ1,zjiiw1,□,,, □,忠,有,如,也。,？,實,諸,至,者，,信,有,如,也。,佩?,□,,忠，孚尹旁達 之信，,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0805b2,,,,,,,,,,,,,,,,,,,4724,4552,659,3612,1365,5753,659,2422,1724,4521,1152,4100,3086,4305,5251,5649,,,𘅍,𗈀,𗍊,𗫂,𗅲,𗿷,𗍊,𘃞,𘕘,𘑲,𗹐,𘓟,𗴢,𗊢,𘒣,𗾆,,,zjịj1,ljɨ1,sju2,tja1,tjɨ̣j2,dźjij2,sju2,ljɨ1,tsə1,tśjow1,twụ1,dźiej2,bjuu1,ljɨɨ1,dạ2,dźjiw1,,,時；,墮,如,者，,禮,有,如,也。,[子 張],,忠,信,敬,篤,言,腰,
垂之墜之之禮，則子張以忠信篤敬之言,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0805b3,,,,,,,,,,,,,,,,,,,3067,1763,3898,3612,316,2422,5534,4151,1738,5534,1265,1899,2777,4724,4019,1738,,,𗇒,𘕿,𗣳,𗫂,𗟭,𘃞,𗉔,𗋳,𘂤,𗉔,𗎮,𘁟,𘎪,𘅍,𗼵,𘂤,,,śja1,ɣa2,sjịj2,tja1,wo2,ljɨ1,tśjiw1,kwã1,kha1,tśjiw1,wjụ2,do2,tshjiij1,zjịj1,xjow2,kha1,
,繩,在,書,者，,宜,也。,[周 官],,間,州,里,異,說,時，,[鄉],中,,書之于紳，宜矣。周官州里之名別而言之，在鄉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0805b4,,,,,,,,,,,,,,,,,,,170,3612,5534,4979,2643,1738,170,3612,1265,4979,4482,5343,2777,4139,1257,2778,,,𘞿,𗫂,𗉔,𘘥,𘏽,𘂤,𘞿,𗫂,𗎮,𘘥,𗰖,𗳒,𘎪,𗌭,𗎭,𘏚,
,wjij1,tja1,tśjiw1,·jɨ2,sjwi1,kha1,wjij1,tja1,wjụ2,·jɨ2,śioo1,ŋwu2,tshjiij1,ku1,mjii1,tjị2,,,在,者,州,謂；,[遂] ,中,在,者，,里,謂。,合,而,說,則；,居,處,,則有州，在遂 則有里。合而言之，凡所居,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0805b5,,,,,,,,,,,,,,,,,,,3612,6,1265,4979,4482,2778,3612,6,5534,4979,5125,5251,1738,1265,4979,3612,
,𗫂,𗄊,𗎮,𘘥,𗰖,𘏚,𗫂,𗄊,𗉔,𘘥,𘓆,𘒣,𘂤,𗎮,𘘥,𗫂,,,tja1,zji2,wjụ2,·jɨ2,śioo1,tjị2,tja1,zji2,tśjiw1,·jɨ2,ljɨ̣1,dạ2,kha1,wjụ2,·jɨ2,tja1,,,者，,皆,里,謂。,聚,處,者，,皆,州,謂。,論　語,,間；,里,謂,者，,,者皆謂之里，所聚者皆謂之州。《論語》之言，里則與,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0805b6,,,,,,,,,,,,,,,,,
,5559,111,5559,546,3552,3750,3167,2426,4389,2643,4389,1265,4979,2020,5087,2422,,,𗐐,𗙜,𗐐,𗠚,𗥑,𗬐,𘊇,𘃣,𗕌,𘏽,𗕌,𗎮,𘘥,𗑠,𘙰,𘃞,,,xjow1,śiwej1,xjow1,thẹj2,xu1,sə1,śjow1,wji2,źjĩ1,sjwi1,źjĩ1,wjụ2,·jɨ2,rjir2,lew2,ljɨ1,,,[鄉],？,[鄉 大 夫],,,[司 常],,？,[人],？,[人],里,謂,與,同,也。,,鄉大夫、司常所謂里同；,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0805b7,,,,,,,,,,,,,,,,,,,5534,4979,3612,5559,111,5559,546,3552,3750,3167,5534,4979,2020,1899,2422,,,,𗉔,𘘥,𗫂,𗐐,𗙜,𗐐,𗠚,𗥑,𗬐,𘊇,𗉔,𘘥,𗑠,𘁟,𘃞,,,,tśjiw1,·jɨ2,tja1,xjow1,śiwej1,xjow1,thẹj2,xu1,sə1,śjow1,tśjiw1,·jɨ2,rjir2,do2,ljɨ1,,,,州,謂,者,[鄉],？,[鄉 大 夫],,,[司 常],,州,謂,與,異,也。,,,言州則與鄉師 、鄉大夫、司常所謂州異。,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0805b8,,,,,,,,,,,,,,,,,,1086,4633,2770,119,1827,2422,1594,173,5753,4724,2916,659,1594,1491,173,1730,2916,,𗸱,𗖸,𘏸,𗘼,𘛐,𘃞,𗂧,𗵘,𗿷,𘅍,𘊪,𗍊,𗂧,𗅋,𗵘,𘂆,𘊪 ,,no2,ŋwuu1,śiə1,gjuu1,twụ1,ljɨ1,lhjịj2,tśja1,dźjij2,zjịj1,śjɨ̣1,sju2,lhjịj2,mji1,tśja1,tsjɨ1,śjɨ̣1,,子,曰：,「[史,魚],直,也。,邦,道,有,時；,矢,如,邦,不,道,亦,矢,
子曰：「直哉史魚，邦有道如矢，邦無道如矢。君子哉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0806a1,,,,,,,,,,,,,,,,,,659,5689,1693,119,3612,5714,1131,2422,1594,173,5753,4724,1553,2413,1594,1491,,,𗍊,𗿄,𘌜,𗘼,𗫂,𗾖,𘈷,𘃞,𗂧,𗵘,𗿷,𘅍,𗂸,𘃡,𗂧,𗅋 ,,,sju2,khju2,pie1,gjuu1,tja1,goor1,gji2,ljɨ1,lhjịj2,tśja1,dźjij2,zjịj1,bji2,wji1,lhjịj2,mji1,,
如。,[蘧 伯 玉],,,者，,君　子,,也。,邦,道,有,時，,臣,為；,邦,不,,,蘧伯玉，邦有道則仕，邦無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0806a2,,,,,,,,,,,,,,,,,,173,4724,2769,5343,1967,2422,,,,,,,,,,,,,𗵘,𘅍,𘐳,𗳒,𗔠,𘃞,,,,,,,,,,,,
tśja1,zjịj1,---,ŋwu2,sju1,ljɨ1,,,,,,,,,,,,,道,時，,卷,而,懷,也。,,,,,,,,,,,,,道則可卷而懷之。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0806a3,,,,,,,,,,,,,,,,,,,2770,119,1827,3838,197,5009,1594,173,5753,4724,2916,659,1594,1491,173,1730,
,𘏸,𗘼,𘛐,𗩱,𘟂,𘘦,𗂧,𗵘,𗿷,𘅍,𘊪,𗍊,𗂧,𗅋,𗵘,𘂆,,,śiə1,gjuu1,twụ1,njwi2,ŋwu2,tśhjwo1,lhjịj2,tśja1,dźjij2,zjịj1,śjɨ̣1,sju2,lhjịj2,mji1,tśja1,tsjɨ1,,,[史 魚],,直,能,是 。,故,國,道,有,時，,矢,如。,國,不,道,亦,,史魚能直而已，故邦有道如矢，邦無道如矢。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0806a4,,,,,,,,,,,,,,,,,
,2916,659,5689,1693,119,4192,1827,5676,2020,420,3838,197,5009,1594,173,5753,,,𘊪,𗍊,𗿄,𘌜,𗘼,𗋃,𘛐,𗿳,𗑠,𘝇,𗩱,𘟂,𘘦,𗂧,𗵘,𗿷,,,śjɨ̣1,sju2,khju2,pie1,gjuu1,sji1,twụ1,dzjɨj1,rjir2,śjwii2,njwi2,ŋwu2,tśhjwo1,lhjịj2,tśja1,dźjij2,,,矢,如。,[蘧 伯 玉],,,曲,直、,時,與,順,能,COP。,故,國,道,有,,伯玉則能曲直以趨時，故邦有道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0806a5,,,,,,,,,,,,,,,,,,,4724,1553,2413,1594,1491,173,4724,2769,5343,1967,2422,1224,1685,433,4633,1146,,,𘅍,𗂸,𘃡,𗂧,𗅋,𗵘,𘅍,𘐳,𗳒,𗔠,𘃞,𗸴,𘌞,𘈧,𗖸,𗹑,,,zjịj1,bji2,wji1,lhjịj2,mji1,tśja1,zjịj1,---,ŋwu2,sju1,ljɨ1,njwɨ2,tsə̣1,deej1,ŋwuu1,tśjɨj1,,,時，,臣,為。,國,不,道,時，,卷,而,懷,也。,春,秋,傳,曰：,「正,,則仕，邦無道則可卷而懷之。傳曰 ：「正,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0806a6,,,,,,,,,,,,,,,,,,,1827,3612,1146,4979,4201,1146,3612,1827,4979,116,4640,3612,1089,4979,2770,119,,,𘛐,𗫂,𗹑,𘘥,𗋇,𗹑,𗫂,𘛐,𘘥,𗙋,𗖠,𗫂,𗸯,𘘥,𘏸,𗘼,,,twụ1,tja1,tśjɨj1,·jɨ2,ɣju1,tśjɨj1,tja1,twụ1,·jɨ2,dzow1,ŋwej2,tja1,dźjwu1,·jɨ2,śiə1,gjuu1,,,直,者，,正,謂。,曲,正,者，,直,謂。,參　和 ,,者，,仁,謂。,[史 魚],,
直為正，正曲為直，參和為仁。」史魚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0806a7,,,,,,,,,,,,,,,,,,,4201,1146,2934,197,2422,5689,1693,119,116,4640,2934,197,2422,2770,119,5480,,,𗋇,𗹑,𗇋,𘟂,𘃞,𗿄,𘌜,𗘼,𗙋,𗖠,𗇋,𘟂,𘃞,𘏸,𗘼,𗈶,,,ɣju1,tśjɨj1,mjijr2,ŋwu2,ljɨ1,khju2,pie1,gjuu1,dzow1,ŋwej2,mjijr2,ŋwu2,ljɨ1,śiə1,gjuu1,sjɨ1,
,曲,正,者,COP,PRT。,[蘧 伯 玉],,,參　和,,者,COP,PRT。,[史 魚],,死,,可謂正曲 者也，伯玉可謂參和 者也。史魚之死 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0806a8,,,,,,,,,,,,,,,,,,,1730,5576,5343,2339,4101,5283,5306,1763,2857,4139,4310,1827,3612,5607,2422,2214,,,𘂆,𗏨,𗳒,𘍑,𘓖,𗗙,𗗎,𘕿,𘝯,𗌭,𗋕,𘛐,𗫂,𗏴,𘃞,𘌽,
,tsjɨ1,ɣur1,ŋwu2,ljɨj1,kow1,·jij1,pjwɨɨr1,ɣa2,bioo1,ku1,thja1,twụ1,tja1,dźju1,ljɨ1,thjɨ2,,,亦,屍,以,[靈],公,於 ,諫,於,觀,則；,其,直,者，,顯,PRT。,此,,猶以屍諫，則其直可知矣。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0806b1,,,,,,,,,,,,,,,,,,,659,5126,197,3943,3109,3568,3355,1738,1827,4724,5180,5343,3732,4243,1897,1738,
,𗍊,𘓁,𘟂,𗫷,𗺉,𗢭,𗣼,𘂤,𘛐,𘅍,𘟔,𗳒,𗥞,𗊱,𘁨,𘂤,,,sju2,ljɨ̣1,ŋwu2,djij2,tśhji2,gjɨɨ1,tśhja2,kha1,twụ1,zjịj1,lhjii1,ŋwu2,gjuu2,dzjo2,bu1,kha1,,,如,及,COP ,然；,書,九,德,中：,直,時；,溫,以,濟。,詩,序,間,,然《書》九徳 之直，則濟之以溫；《詩．頌》 之直，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0806b2,,,,,,,,,,,,,,,,,
,1827,3612,1491,1943,5343,3732,2422,4584,1391,3552,1827,4724,1185,2063,1197,4101,,,𘛐,𗫂,𗅋,𗒼,𗳒,𗥞,𘃞,𗕸,𗄽,𗥑,𘛐,𘅍,𗡡,𗔬,𘈫,𘓖,,,twụ1,tja1,mji1,khwẹj1,ŋwu2,gjuu2,ljɨ1,tśhjow1,śiã1,xu1,twụ1,zjịj1,wəə1,we2,·u2,kow1,,,直,者，,不,倨,以,就,也。,[仲 山 甫],,,直,時,柔；,[衛 武],,公,,則齊之以不倨 。仲山甫直而柔，衛武公,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0806b3,,,,,,,,,,,,,,,,,,,1827,4724,4640,2214,659,4250,1427,4884,1899,□,3510,5232,4640,3355,457,197,,,𘛐,𘅍,𗖠,𘌽,𗍊,𗋸,𗅉,𗲐,𘁟,□,𗤋,𘇂,𗖠,𗣼,𘓳,𘟂,,,twụ1,zjịj1,ŋwej2,thjɨ2,sju2,mja1,nioow1,bjịj1,do2,□,mjij1,gu2,ŋwej2,tśhja2,ŋowr2,ŋwu2,,,直,時,和。,此,如,然　後,,？,異,□,無；,中,和,德,備,是,,直而和。如此然後無崖異之行而全中和之德。,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0806b4,,,,,,,,,,,,,,,,,,,2422,2770,119,5283,1827,3612,2214,2020,1899,2422,5009,5714,1086,5423,5283,1827,,,𘃞,𘏸,𗘼,𗗙,𘛐,𗫂,𘌽,𗑠,𘁟,𘃞,𘘦,𗾖,𗸱,𗳱,𗗙,𘛐,,,ljɨ1,śiə1,gjuu1,·jij1,twụ1,tja1,thjɨ2,rjir2,do2,ljɨ1,tśhjwo1,goor1,no2,thja2,·jij1,twụ1,,,也。,[史 魚],,於,直,者，,此,與,異,也。,故,孔　子,,其,於,直,
史魚之直則異於是。故孔子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0806b5,,,,,,,,,,,,,,,,,,,4979,5714,1131,1491,4979,4752,4945,4139,2770,119,5689,1693,119,589,5714,1131,,,𘘥,𗾖,𘈷,𗅋,𘘥,𘅧,𗲁,𗌭,𘏸,𗘼,𗿄,𘌜,𗘼,𗍱,𗾖,𘈷,,,·jɨ2,goor1,gji2,mji1,·jɨ2,kjwi1,tśia1,ku1,śiə1,gjuu1,khju2,pie1,gjuu1,zjɨ̣2,goor1,gji2,
,謂，,君　子,,不,謂。,[季 札],,則,[史 魚],,[蘧 伯 玉],,,皆 ,君　子,,,謂之直，而不謂之君子也。季札於史魚、伯玉皆稱君子者，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0806b6,,,,,,,,,,,,,,,,,,,4979,3612,2214,3612,5714,1131,2543,5753,5635,5714,1131,4979,1730,316,2422,5714,,,𘘥,𗫂,𘌽,𗫂,𗾖,𘈷,𘝦,𗿷,𘔼,𗾖,𘈷,𘘥,𘂆,𗟭,𘃞,𗾖,
,·jɨ2,tja1,thjɨ2,tja1,goor1,gji2,dźjɨ̣2,dźjij2,nioow1,goor1,gji2,·jɨ2,tsjɨ1,wo2,ljɨ1,goor1,,,謂,者，,此,者，,君　子,,行,有,因，,君　子,,謂；,亦,宜,也。,孔　,,以其有君子之行謂之君子，可也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0806b7,,,,,,,,,,,,,,,,,,,1086,2236,3604,5126,1089,4105,4820,2834,1089,4979,3681,1724,3555,3919,5126,□,
,𗸱,𘋼,𗧁,𘓁,𗸯,𘓐,𘆄,𗯮,𗸯,𘘥,𗪨,𘕘,𗣛,𗣆,𘓁,□,,,no2,kjur2,rjijr2,ljɨ̣1,dźjwu1,dzjwo2,njɨ2,thwuu1,dźjwu1,·jɨ2,miej2,tsə1,kew1,tshja2,ljɨ̣1,□,,,子,志,士,及,仁,人,等,同，,仁,稱。,[孟 子],,[勾 踐],,及,□,,孔子以志士同仁人而稱仁，孟子以勾踐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0806b8,,,,,,,,,,,,,,,,,
,2930,4820,2834,4496,4979,2144,1724,3059,2500,5126,5722,2427,4820,2834,5759,□,,,𘟙,𘆄,𗯮,𘄡,𘘥,𗭴,𘕘,𘀺,𘛫,𘓁,𗿖,𘃟,𘆄,𗯮,𗾈,□,,,njij2,njɨ2,thwuu1,sjịj2,·jɨ2,·jow1,tsə1,khja2,ljiw1,ljɨ̣1,ŋiaa2,·jwã1,njɨ2,thwuu1,mee2,□,,,王,等,同，,智,稱。,[揚 子],,{[黔 婁],,及,[顏 淵],,等,同，,賢,□,,同文王而稱知，揚子以黔婁 同顏淵而稱賢，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0807a1,,,,,,,,,,,,,,,,,,,2214,2020,5087,2422,5714,1131,4105,5283,5125,4724,4139,4374,362,4972,2431,1050,,,𘌽,𗑠,𘙰,𘃞,𗾖,𘈷,𘓐,𗗙,𘓆,𘅍,𗌭,𗈦,𗸒,𘞌,𘗐,𗷁,,,thjɨ2,rjir2,lew2,ljɨ1,goor1,gji2,dzjwo2,·jij1,ljɨ̣1,zjịj1,ku1,lha-,su1,źjɨr1,djij2,dzaa1,,,此,與,同,也。,君　子,,人,於,言,時,則；,失,比,實,△,衰,,與此同意。君子之于人，其言之也，與其失真，寧過其實， ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0807a2,,,,,,,,,,,,,,,,,,,4474,2530,5201,5009,4752,4945,5423,5283,5714,1131,4979,1730,316,2422,1965,3561,,,𗰣,𘖑,𘆥,𘘦,𘅧,𗲁,𗳱,𗗙,𗾖,𘈷,𘘥,𘂆,𗟭,𘃞,𗓪,𗫲,,,zjịj1,mjɨ1,---,tśhjwo1,kjwi1,tśia1,thja2,·jij1,goor1,gji2,·jɨ2,tsjɨ1,wo2,ljɨ1,sjwĩ1,khjij1,,,略,不,及。,故,[季 札],,其,於,君　子,,謂,？,可,也。,[荀 卿],,
故季札以之為君子則可，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0807a3,,,,,,,,,,,,,,,,,,,5423,5283,1251,4105,4979,3612,1491,316,2422,,,,,,,,,,𗳱,𗗙,𘉇,𘓐,𘘥,𗫂,𗅋,𗟭,𘃞,,,,,,,,,,thja2,·jij1,dzew2,dzjwo2,·jɨ2,tja1,mji1,wo2,ljɨ1,,,,,,,,
,其,於,姦,人,謂,者，,不,可,也。,,,,,,,,,荀卿以之為姦人則不可。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0807a4,,,,,,,,,,,,,,,,,,1086,4633,451,316,4310,2020,1491,451,3612,4105,5287,451,1491,316,4310,2020,451,,𗸱,𗖸,𗟲,𗟭,𗋕,𗑠,𗅋,𗟲,𗫂,𘓐,𗳆,𗟲,𗅋,𗟭,𗋕,𗑠,𗟲,
no2,ŋwuu1,ŋwuu1,wo2,thja1,rjir2,mji1,ŋwuu1,tja1,dzjwo2,---,ŋwuu1,mji1,wo2,thja1,rjir2,ŋwuu1,,子,曰：,「言,可；,其,與,不,言,者，,人,失。,言,不,可；,其,與,言,,子曰：「可與言而不與之言，失人；不可與言而與之言，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0807a5,,,,,,,,,,,,,,,,,,3612,451,5287,4496,2934,4105,1491,5287,451,1730,1491,5287,,,,,,
𗫂,𗟲,𗳆,𘄡,𗇋,𘓐,𗅋,𗳆,𗟲,𘂆,𗅋,𗳆,,,,,,,tja1,ŋwuu1,---,sjịj2,mjijr2,dzjwo2,mji1,---,ŋwuu1,tsjɨ1,mji1,---,,,,,,,者，,言,失。,智,者，,人,不,失；,言,亦,不,失」,,,,,,,失言。知者不失人，亦不失言。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0807a6,,,,,,,,,,,,,,,,,
,4105,1420,4139,4105,1491,5287,451,1420,4139,451,1491,5287,5714,1086,690,1724,,,𘓐,𗄻,𗌭,𘓐,𗅋,𗳆,𗟲,𗄻,𗌭,𗟲,𗅋,𗳆,𗾖,𗸱,𗝿,𘕘,,,dzjwo2,nwə1,ku1,dzjwo2,mji1,---,ŋwuu1,nwə1,ku1,ŋwuu1,mji1,---,goor1,no2,tśhjij1,tsə1,,,人,知,則；,人,不,失。,言,知,則；,言,不,失。,孔　子,,[程 子],,,知人則不失人，失言則不失言。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0807a7,,,,,,,,,,,,,,,,,,,2114,3612,4105,1491,5287,197,2234,3450,2114,3612,451,1491,5287,197,3681,1724,,,𘋩,𗫂,𘓐,𗅋,𗳆,𘟂,𘋻,𗢪 ,𘋩,𗫂,𗟲,𗅋,𗳆,𘟂,𗪨,𘕘,,,do2,tja1,dzjwo2,mji1,---,ŋwu2,źju2,pji1,do2,tja1,ŋwuu1,mji1,---,ŋwu2,miej2,tsə1,,,於,者，,人,不,失,COP；,[孺],[子]?,於,者,言,不,失,COP。,[孟 子],,,孔子于程子則不失人，于孺子則不失言。,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0807a8,,,,,,,,,,,,,,,,,,,4521,1724,2114,4139,4105,1491,5287,2144,112,2114,4139,451,1491,5287,2214,3612,,,𘑲,𘕘,𘋩,𗌭,𘓐,𗅋,𗳆,𗭴,𗙔,𘋩,𗌭,𗟲,𗅋,𗳆,𘌽,𗫂,,,tśjow1,tsə1,do2,ku1,dzjwo2,mji1,---,·jow1,xwã1,do2,ku1,ŋwuu1,mji1,---,thjɨ2,tja1,,,[章 子],,於,則；,人,不,失。,[王 驩],,於,則；,言,不,失。,此,者，,
孟子于章子則不失人，于王驩則不失言。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0807b1,,,,,,,,,,,,,,,,,,,5232,173,197,3748,29,3818,5283,3415,3818,590,279,2417,5343,2777,3612,1355,,,𘇂,𗵘,𘟂,𗬎,𘈑,𗧓,𗗙,𗤄,𗧓,𗍫,𗀄,𘃪,𗳒,𘎪,𗫂,𗅆,,,gu2,tśja1,ŋwu2,śjow1,mjɨr1,ŋa2,·jij1,·jɨr1,ŋa2,njɨɨ1,ŋwu2,dźjwa1,ŋwu2,tshjiij1,tja1,djɨj2,
,中,道,COP。,鄙,人,我,於,問。,我,二,端,盡,以,說 ,者，,定,,然此中道也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0807b2,,,,,,,,,,,,,,,,,,,5232,173,1348,2422,,,,,,,,,,,,,,,𘇂,𗵘,𗅔,𘃞,,,,,,,,,,,,,
,gu2,tśja1,njaa2,ljɨ1,,,,,,,,,,,,,,,中,道,非,也。,,,,,,,,,,,,,,鄙夫問我則不必中道矣。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0807b3,,,,,,,,,,,,,,,,,,1086,4633,2236,3604,1089,4105,4919,236,5635,1089,3772,3510,4391,3767,5343,1089,177,4918
𗸱,𗖸,𘋼,𗧁,𗸯,𘓐,𘟤,𗴿,𘔼,𗸯,𗦁,𗤋,𘛽,𗫩,𗳒,𗸯,𗵆,𘟣,no2,ŋwuu1,kjur2,rjijr2,dźjwu1,dzjwo2,sjwụ2,kjụ1,nioow1,dźjwu1,ɣie2,mjij1,ljụ2,dźjɨɨr1,ŋwu2,dźjwu1,sjɨj1,dju1,子,曰：,志,士,仁,人,生,求,因，,仁,害,無；,身,捨,而,仁,成,有。,子曰：「志士仁人無求生以害仁，有殺身以成仁。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0807b4,,,,,,,,,,,,,,,,,
,4919,3612,3818,4394,3346,197,4394,3346,1738,4919,362,4475,4918,4139,4919,3767,,,𘟤,𗫂,𗧓,𘟠,𗦇,𘟂,𘟠,𗦇,𘂤,𘟤,𗸒,𗰛,𘟣,𗌭,𘟤,𗫩,,,sjwụ2,tja1,ŋa2,dzu1,lew2,ŋwu2,dzu1,lew2,kha1,sjwụ2,su1,dzjịj1,dju1,ku1,sjwụ2,dźjɨɨr1,,,生,者，,我,欲,當,是。,{欲,當,間，,生,比,甚},有,則；,生,捨,,生，我所欲。所欲有甚于生者，舍生而取義，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0807b5,,,,,,,,,,,,,,,,,,,5343,3878,312,2214,3612,4919,236,5343,1089,3772,3510,197,5480,3612,3818,607,,,𗳒,𗧘,𗟨,𘌽,𗫂,𘟤,𗴿,𗳒,𗸯,𗦁,𗤋,𘟂,𗈶,𗫂,𗧓,𗎍,,,ŋwu2,wo2,lhjwi1,thjɨ2,tja1,sjwụ2,kjụ1,ŋwu2,dźjwu1,ɣie2,mjij1,ŋwu2,sjɨ1,tja1,ŋa2,khie1,,,以,義,取。,此,者，,{生,求,而,仁,害},無,是。,死,者，,我,惡,,此無求生以害仁也。死，我所惡。,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0807b6,,,,,,,,,,,,,,,,,,,3346,197,607,3346,1738,5480,362,4475,4918,4139,3772,1491,26,1730,4918,2214,,,𗦇,𘟂,𗎍,𗦇,𘂤 ,𗈶,𗸒,𗰛,𘟣,𗌭,𗦁,𗅋,𘈔,𘂆,𘟣,𘌽,,,lew2,ŋwu2,khie1,lew2,kha1,sjɨ1,su1,dzjịj1,dju1,ku1,ɣie2,mji1,bji2,tsjɨ1,dju1,thjɨ2,,,當,COP。,{惡,當,中,死,比,甚},有,則；,患,不,避,亦,有。,此,
所惡有甚于死者，患有所不辟 ，此,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0807b7,,,,,,,,,,,,,,,,,,,3612,4391,3767,5343,1089,177,197,4919,236,5635,1089,3772,3510,3612,1693,3866,,,𗫂,𘛽,𗫩,𗳒,𗸯,𗵆,𘟂,𘟤,𗴿,𘔼,𗸯,𗦁,𗤋,𗫂,𘌜,𗫔,,,tja1,ljụ2,dźjɨɨr1,ŋwu2,dźjwu1,sjɨj1,ŋwu2,sjwụ2,kjụ1,nioow1,dźjwu1,ɣie2,mjij1,tja1,pie1,·ji1,
